index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
1827	ʃ əʊ lˠ d ə	ʃ əʊ lˠ d ə d	shoulder	shouldered	⋊ ʃ o l d ə ⋉	⋊ ʃ o l d ə d ⋉
1829	s t ɔː m	s t ɔː m d	storm	stormed	⋊ s t ɔ m ⋉	⋊ s t ɔ m d ⋉
1830	k ɔ m p l ɪ k eɪ t	k ɔ m p l ɪ k eɪ t ɪ d	complicate	complicated	⋊ k ɔ m p l ɪ k e t ⋉	⋊ k ɔ m p l ɪ k e t ɪ d ⋉
1834	r iː s t eɪ t	r iː s t eɪ t ɪ d	restate	restated	⋊ ɹ i s t e t ⋉	⋊ ɹ i s t e t ɪ d ⋉
1840	ə g l ɔ m ə r eɪ t	ə g l ɔ m ə r eɪ t ɪ d	agglomerate	agglomerated	⋊ ə g l ɔ m ə ɹ e t ⋉	⋊ ə g l ɔ m ə ɹ e t ɪ d ⋉
1843	b ʌ k ɪ t	b ʌ k ɪ t ɪ d	bucket	bucketed	⋊ b ʌ k ɪ t ⋉	⋊ b ʌ k ɪ t ɪ d ⋉
1857	s aʊ s	s aʊ s t	souse	soused	⋊ s a ʊ s ⋉	⋊ s a ʊ s t ⋉
1858	ʃ ɪ f t	ʃ ɪ f t ɪ d	shift	shifted	⋊ ʃ ɪ f t ⋉	⋊ ʃ ɪ f t ɪ d ⋉
1859	ə t a k	ə t a k t	attack	attacked	⋊ ə t a k ⋉	⋊ ə t a k t ⋉
1863	t ɜː n	t ɜː n d	turn	turned	⋊ t ə n ⋉	⋊ t ə n d ⋉
1866	ə v ɛ n ʒ	ə v ɛ n ʒ d	avenge	avenged	⋊ ə v ɛ n ʒ ⋉	⋊ ə v ɛ n ʒ d ⋉
1871	b a k k əʊ m	b a k k əʊ m d	backcomb	backcombed	⋊ b a k k o m ⋉	⋊ b a k k o m d ⋉
1872	k əʊ ɔː d n̩ eɪ t	k əʊ ɔː d n̩ eɪ t ɪ d	co-ordinate	co-ordinated	⋊ k o ɔ d n e t ⋉	⋊ k o ɔ d n e t ɪ d ⋉
1878	s t r iː m	s t r iː m d	stream	streamed	⋊ s t ɹ i m ⋉	⋊ s t ɹ i m d ⋉
1881	k ə n v ɪ k t	k ə n v ɪ k t ɪ d	convict	convicted	⋊ k ə n v ɪ k t ⋉	⋊ k ə n v ɪ k t ɪ d ⋉
1885	s k r ɔː lˠ	s k r ɔː lˠ d	scrawl	scrawled	⋊ s k ɹ ɔ l ⋉	⋊ s k ɹ ɔ l d ⋉
1890	ɪ m a d ʒ n̩	ɪ m a d ʒ n̩ d	imagine	imagined	⋊ ɪ m a d ʒ n ⋉	⋊ ɪ m a d ʒ n d ⋉
1891	r ɪ ə l aɪ z	r ɪ ə l aɪ z d	realize	realized	⋊ ɹ ɪ ə l a ɪ z ⋉	⋊ ɹ ɪ ə l a ɪ z d ⋉
1893	s t r ʌ m	s t r ʌ m d	strum	strummed	⋊ s t ɹ ʌ m ⋉	⋊ s t ɹ ʌ m d ⋉
1903	d ɪ s p ɛ n s	d ɪ s p ɛ n s t	dispense	dispensed	⋊ d ɪ s p ɛ n s ⋉	⋊ d ɪ s p ɛ n s t ⋉
1910	k ɔ r ə s k eɪ t	k ɔ r ə s k eɪ t ɪ d	coruscate	coruscated	⋊ k ɔ ɹ ə s k e t ⋉	⋊ k ɔ ɹ ə s k e t ɪ d ⋉
1914	h ʌ n ɪ m uː n	h ʌ n ɪ m uː n d	honeymoon	honeymooned	⋊ h ʌ n ɪ m u n ⋉	⋊ h ʌ n ɪ m u n d ⋉
1917	k əʊ d	k əʊ d ɪ d	code	coded	⋊ k o d ⋉	⋊ k o d ɪ d ⋉
1922	k ɔ l ə k eɪ t	k ɔ l ə k eɪ t ɪ d	collocate	collocated	⋊ k ɔ l ə k e t ⋉	⋊ k ɔ l ə k e t ɪ d ⋉
1931	s a k	s a k t	sack	sacked	⋊ s a k ⋉	⋊ s a k t ⋉
1935	b l ʌ d	b l ʌ d ɪ d	blood	blooded	⋊ b l ʌ d ⋉	⋊ b l ʌ d ɪ d ⋉
1949	f r ɔ s t	f r ɔ s t ɪ d	frost	frosted	⋊ f ɹ ɔ s t ⋉	⋊ f ɹ ɔ s t ɪ d ⋉
1952	t ɪ p l̩ˠ	t ɪ p l̩ˠ d	tipple	tippled	⋊ t ɪ p l ⋉	⋊ t ɪ p l d ⋉
1955	f əʊ t ə g r a f	f əʊ t ə g r a f t	photograph	photographed	⋊ f o t ə g ɹ a f ⋉	⋊ f o t ə g ɹ a f t ⋉
1956	d ʒ ɔ l ɪ	d ʒ ɔ l ɪ d	jolly	jollied	⋊ d ʒ ɔ l ɪ ⋉	⋊ d ʒ ɔ l ɪ d ⋉
1958	n eɪ	n eɪ d	neigh	neighed	⋊ n e ⋉	⋊ n e d ⋉
1960	s p ɪ r ɪ t	s p ɪ r ɪ t ɪ d	spirit	spirited	⋊ s p ɪ ɹ ɪ t ⋉	⋊ s p ɪ ɹ ɪ t ɪ d ⋉
1964	b ə g aɪ lˠ	b ə g aɪ lˠ d	beguile	beguiled	⋊ b ə g a ɪ l ⋉	⋊ b ə g a ɪ l d ⋉
1966	ɪ m ʌ lˠ s ɪ f aɪ	ɪ m ʌ lˠ s ɪ f aɪ d	emulsify	emulsified	⋊ ɪ m ʌ l s ɪ f a ɪ ⋉	⋊ ɪ m ʌ l s ɪ f a ɪ d ⋉
1967	s t ɑː t l̩ˠ	s t ɑː t l̩ˠ d	startle	startled	⋊ s t ɑ t l ⋉	⋊ s t ɑ t l d ⋉
1968	s t r ʌ k t ʃ ə	s t r ʌ k t ʃ ə d	structure	structured	⋊ s t ɹ ʌ k t ʃ ə ⋉	⋊ s t ɹ ʌ k t ʃ ə d ⋉
1972	p a r ɪ	p a r ɪ d	parry	parried	⋊ p a ɹ ɪ ⋉	⋊ p a ɹ ɪ d ⋉
1974	p l ʌ n ʒ	p l ʌ n ʒ d	plunge	plunged	⋊ p l ʌ n ʒ ⋉	⋊ p l ʌ n ʒ d ⋉
1980	w ɛ d ʒ	w ɛ d ʒ d	wedge	wedged	⋊ w ɛ d ʒ ⋉	⋊ w ɛ d ʒ d ⋉
1981	r ə p ɛ ə	r ə p ɛ ə d	repair	repaired	⋊ ɹ ə p ɛ ə ⋉	⋊ ɹ ə p ɛ ə d ⋉
1983	s ɛ m ə f ɔː	s ɛ m ə f ɔː d	semaphore	semaphored	⋊ s ɛ m ə f ɔ ⋉	⋊ s ɛ m ə f ɔ d ⋉
1984	s w ɔ p	s w ɔ p t	swap	swapped	⋊ s w ɔ p ⋉	⋊ s w ɔ p t ⋉
1987	r a p s ə d aɪ z	r a p s ə d aɪ z d	rhapsodize	rhapsodized	⋊ ɹ a p s ə d a ɪ z ⋉	⋊ ɹ a p s ə d a ɪ z d ⋉
1992	k w ɪ k f r iː z	k w ɪ k f r əʊ z	quick-freeze	quick-froze	⋊ k w ɪ k f ɹ i z ⋉	⋊ k w ɪ k f ɹ o z ⋉
1999	r iː s t r ʌ k t ʃ ə	r iː s t r ʌ k t ʃ ə d	restructure	restructured	⋊ ɹ i s t ɹ ʌ k t ʃ ə ⋉	⋊ ɹ i s t ɹ ʌ k t ʃ ə d ⋉
2003	r əʊ v	r əʊ v d	rove	roved	⋊ ɹ o v ⋉	⋊ ɹ o v d ⋉
2004	ɛ n d ʒ ɛ n d ə	ɛ n d ʒ ɛ n d ə d	engender	engendered	⋊ ɛ n d ʒ ɛ n d ə ⋉	⋊ ɛ n d ʒ ɛ n d ə d ⋉
2008	r ɪ ɛ k əʊ	r ɪ ɛ k əʊ d	re-echo	re-echoed	⋊ ɹ ɪ ɛ k o ⋉	⋊ ɹ ɪ ɛ k o d ⋉
2009	s a l ə f aɪ	s a l ə f aɪ d	salify	salified	⋊ s a l ə f a ɪ ⋉	⋊ s a l ə f a ɪ d ⋉
2010	k r əʊ k	k r əʊ k t	croak	croaked	⋊ k ɹ o k ⋉	⋊ k ɹ o k t ⋉
2013	d ɪ l ɪ d a l ɪ	d ɪ l ɪ d a l ɪ d	dilly-dally	dilly-dallied	⋊ d ɪ l ɪ d a l ɪ ⋉	⋊ d ɪ l ɪ d a l ɪ d ⋉
2021	b ɪ s t r uː	b ɪ s t r uː d	bestrew	bestrewed	⋊ b ɪ s t ɹ u ⋉	⋊ b ɪ s t ɹ u d ⋉
2027	d ɔ n	d ɔ n d	don	donned	⋊ d ɔ n ⋉	⋊ d ɔ n d ⋉
2028	s k ɔː t ʃ	s k ɔː t ʃ t	scorch	scorched	⋊ s k ɔ t ʃ ⋉	⋊ s k ɔ t ʃ t ⋉
2031	b iː f	b iː f t	beef	beefed	⋊ b i f ⋉	⋊ b i f t ⋉
2038	s ɛ r ɪ b r eɪ t	s ɛ r ɪ b r eɪ t ɪ d	cerebrate	cerebrated	⋊ s ɛ ɹ ɪ b ɹ e t ⋉	⋊ s ɛ ɹ ɪ b ɹ e t ɪ d ⋉
2043	b l ʌ n d ə	b l ʌ n d ə d	blunder	blundered	⋊ b l ʌ n d ə ⋉	⋊ b l ʌ n d ə d ⋉
2044	g ɛ t	g ɔ t	get	got	⋊ g ɛ t ⋉	⋊ g ɔ t ⋉
2046	k ɔ n d ɪ s ɛ n d	k ɔ n d ɪ s ɛ n d ɪ d	condescend	condescended	⋊ k ɔ n d ɪ s ɛ n d ⋉	⋊ k ɔ n d ɪ s ɛ n d ɪ d ⋉
2051	aɪ ə n aɪ z	aɪ ə n aɪ z d	ionize	ionized	⋊ a ɪ ə n a ɪ z ⋉	⋊ a ɪ ə n a ɪ z d ⋉
2052	t ʃ a t	t ʃ a t ɪ d	chat	chatted	⋊ t ʃ a t ⋉	⋊ t ʃ a t ɪ d ⋉
2054	v ɛ n t ə l eɪ t	v ɛ n t ə l eɪ t ɪ d	ventilate	ventilated	⋊ v ɛ n t ə l e t ⋉	⋊ v ɛ n t ə l e t ɪ d ⋉
2057	k w ə d r uː p l ɪ k eɪ t	k w ə d r uː p l ɪ k eɪ t ɪ d	quadruplicate	quadruplicated	⋊ k w ə d ɹ u p l ɪ k e t ⋉	⋊ k w ə d ɹ u p l ɪ k e t ɪ d ⋉
2058	l ɪ b r ə l aɪ z	l ɪ b r ə l aɪ z d	liberalize	liberalized	⋊ l ɪ b ɹ ə l a ɪ z ⋉	⋊ l ɪ b ɹ ə l a ɪ z d ⋉
2059	s ʌ b	s ʌ b d	sub	subbed	⋊ s ʌ b ⋉	⋊ s ʌ b d ⋉
2060	h w a k	h w a k t	whack	whacked	⋊ h w a k ⋉	⋊ h w a k t ⋉
2070	əʊ v ə h a ŋ	əʊ v ə h ʌ ŋ	overhang	overhung	⋊ o v ə h a ŋ ⋉	⋊ o v ə h ʌ ŋ ⋉
2071	s ɔ f n̩	s ɔ f n̩ d	soften	softened	⋊ s ɔ f n ⋉	⋊ s ɔ f n d ⋉
2074	s lˠ ɛ d ʒ	s lˠ ɛ d ʒ d	sledge	sledged	⋊ s l ɛ d ʒ ⋉	⋊ s l ɛ d ʒ d ⋉
2075	s m ɜː t ʃ	s m ɜː t ʃ t	smirch	smirched	⋊ s m ə t ʃ ⋉	⋊ s m ə t ʃ t ⋉
2078	f əʊ lˠ	f əʊ lˠ d	foal	foaled	⋊ f o l ⋉	⋊ f o l d ⋉
2087	f r ɪ z	f r ɪ z d	frizz	frizzed	⋊ f ɹ ɪ z ⋉	⋊ f ɹ ɪ z d ⋉
2088	t r a v l̩ˠ	t r a v l̩ˠ d	travel	travelled	⋊ t ɹ a v l ⋉	⋊ t ɹ a v l d ⋉
2091	b r a n d	b r a n d ɪ d	brand	branded	⋊ b ɹ a n d ⋉	⋊ b ɹ a n d ɪ d ⋉
2092	r aɪ z	r əʊ z	rise	rose	⋊ ɹ a ɪ z ⋉	⋊ ɹ o z ⋉
2093	m a s t ɪ k eɪ t	m a s t ɪ k eɪ t ɪ d	masticate	masticated	⋊ m a s t ɪ k e t ⋉	⋊ m a s t ɪ k e t ɪ d ⋉
2096	ə d ʒ uː d ɪ k eɪ t	ə d ʒ uː d ɪ k eɪ t ɪ d	adjudicate	adjudicated	⋊ ə d ʒ u d ɪ k e t ⋉	⋊ ə d ʒ u d ɪ k e t ɪ d ⋉
2100	ɛ n t ə	ɛ n t ə d	enter	entered	⋊ ɛ n t ə ⋉	⋊ ɛ n t ə d ⋉
2101	s lˠ ɔ g	s lˠ ɔ g d	slog	slogged	⋊ s l ɔ g ⋉	⋊ s l ɔ g d ⋉
2109	θ ʌ d	θ ʌ d ɪ d	thud	thudded	⋊ θ ʌ d ⋉	⋊ θ ʌ d ɪ d ⋉
2118	m ɔ n ɪ t ə	m ɔ n ɪ t ə d	monitor	monitored	⋊ m ɔ n ɪ t ə ⋉	⋊ m ɔ n ɪ t ə d ⋉
2123	v ɔ m ɪ t	v ɔ m ɪ t ɪ d	vomit	vomited	⋊ v ɔ m ɪ t ⋉	⋊ v ɔ m ɪ t ɪ d ⋉
2125	ə r eɪ n	ə r eɪ n d	arraign	arraigned	⋊ ə ɹ e n ⋉	⋊ ə ɹ e n d ⋉
2133	s ɪ s t ə m ə t aɪ z	s ɪ s t ə m ə t aɪ z d	systematize	systematized	⋊ s ɪ s t ə m ə t a ɪ z ⋉	⋊ s ɪ s t ə m ə t a ɪ z d ⋉
2146	k a lˠ s ɪ n	k a lˠ s ɪ n d	calcine	calcined	⋊ k a l s ɪ n ⋉	⋊ k a l s ɪ n d ⋉
2149	h aɪ v	h aɪ v d	hive	hived	⋊ h a ɪ v ⋉	⋊ h a ɪ v d ⋉
2153	l əʊ	l əʊ d	low	lowed	⋊ l o ⋉	⋊ l o d ⋉
2155	p ʌ lˠ v ə r aɪ z	p ʌ lˠ v ə r aɪ z d	pulverize	pulverized	⋊ p ʌ l v ə ɹ a ɪ z ⋉	⋊ p ʌ l v ə ɹ a ɪ z d ⋉
2157	d iː l aʊ z	d iː l aʊ z d	delouse	deloused	⋊ d i l a ʊ z ⋉	⋊ d i l a ʊ z d ⋉
2160	ɪ m p ɛ r ɪ lˠ	ɪ m p ɛ r ɪ lˠ d	imperil	imperilled	⋊ ɪ m p ɛ ɹ ɪ l ⋉	⋊ ɪ m p ɛ ɹ ɪ l d ⋉
2161	r əʊ b	r əʊ b d	robe	robed	⋊ ɹ o b ⋉	⋊ ɹ o b d ⋉
2163	w ɪ n d	w ɪ n d ɪ d	wind	winded	⋊ w ɪ n d ⋉	⋊ w ɪ n d ɪ d ⋉
2165	ɪ l j uː s ɪ d eɪ t	ɪ l j uː s ɪ d eɪ t ɪ d	elucidate	elucidated	⋊ ɪ l j u s ɪ d e t ⋉	⋊ ɪ l j u s ɪ d e t ɪ d ⋉
2168	m ə r uː n	m ə r uː n d	maroon	marooned	⋊ m ə ɹ u n ⋉	⋊ m ə ɹ u n d ⋉
2170	d r ɪ p	d r ɪ p t	drip	dripped	⋊ d ɹ ɪ p ⋉	⋊ d ɹ ɪ p t ⋉
2175	t eɪ lˠ	t eɪ lˠ d	tail	tailed	⋊ t e l ⋉	⋊ t e l d ⋉
2176	r aɪ p n̩	r aɪ p n̩ d	ripen	ripened	⋊ ɹ a ɪ p n ⋉	⋊ ɹ a ɪ p n d ⋉
2181	b l ʌ d ʒ n̩	b l ʌ d ʒ n̩ d	bludgeon	bludgeoned	⋊ b l ʌ d ʒ n ⋉	⋊ b l ʌ d ʒ n d ⋉
2182	p ɪ k ɪ t	p ɪ k ɪ t ɪ d	picket	picketed	⋊ p ɪ k ɪ t ⋉	⋊ p ɪ k ɪ t ɪ d ⋉
2183	ə l ɑː m	ə l ɑː m d	alarm	alarmed	⋊ ə l ɑ m ⋉	⋊ ə l ɑ m d ⋉
2187	k ɔː lˠ	k ɔː lˠ d	call	called	⋊ k ɔ l ⋉	⋊ k ɔ l d ⋉
2188	r ə k w aɪ ə	r ə k w aɪ ə d	require	required	⋊ ɹ ə k w a ɪ ə ⋉	⋊ ɹ ə k w a ɪ ə d ⋉
2192	s ɔɪ lˠ	s ɔɪ lˠ d	soil	soiled	⋊ s ɔ ɪ l ⋉	⋊ s ɔ ɪ l d ⋉
2194	f iː	f iː d	fee	feed	⋊ f i ⋉	⋊ f i d ⋉
2195	f ɜː ð ə	f ɜː ð ə d	further	furthered	⋊ f ə ð ə ⋉	⋊ f ə ð ə d ⋉
2197	ɛ k s t ɔ lˠ	ɛ k s t ɔ lˠ d	extol	extolled	⋊ ɛ k s t ɔ l ⋉	⋊ ɛ k s t ɔ l d ⋉
2207	b r ɛ θ ə l aɪ z	b r ɛ θ ə l aɪ z d	breathalyse	breathalysed	⋊ b ɹ ɛ θ ə l a ɪ z ⋉	⋊ b ɹ ɛ θ ə l a ɪ z d ⋉
2211	t w a ŋ	t w a ŋ d	twang	twanged	⋊ t w a ŋ ⋉	⋊ t w a ŋ d ⋉
2214	w eɪ	w eɪ d	weigh	weighed	⋊ w e ⋉	⋊ w e d ⋉
2216	s k r ʌ n ʃ	s k r ʌ n ʃ t	scrunch	scrunched	⋊ s k ɹ ʌ n ʃ ⋉	⋊ s k ɹ ʌ n ʃ t ⋉
2218	r ɛ s t	r ɛ s t ɪ d	wrest	wrested	⋊ ɹ ɛ s t ⋉	⋊ ɹ ɛ s t ɪ d ⋉
2219	h əʊ lˠ d	h ɛ lˠ d	hold	held	⋊ h o l d ⋉	⋊ h ɛ l d ⋉
2224	ə m ɛ r ɪ k ə n aɪ z	ə m ɛ r ɪ k ə n aɪ z d	americanize	americanized	⋊ ə m ɛ ɹ ɪ k ə n a ɪ z ⋉	⋊ ə m ɛ ɹ ɪ k ə n a ɪ z d ⋉
2225	d ɪ s k l əʊ z	d ɪ s k l əʊ z d	disclose	disclosed	⋊ d ɪ s k l o z ⋉	⋊ d ɪ s k l o z d ⋉
2226	m ɛ t a b ə l aɪ z	m ɛ t a b ə l aɪ z d	metabolize	metabolized	⋊ m ɛ t a b ə l a ɪ z ⋉	⋊ m ɛ t a b ə l a ɪ z d ⋉
2229	p r ɛ m ɪ ɛ ə	p r ɛ m ɪ ɛ ə d	premiere	premiered	⋊ p ɹ ɛ m ɪ ɛ ə ⋉	⋊ p ɹ ɛ m ɪ ɛ ə d ⋉
2231	d ʒ ɔ b	d ʒ ɔ b d	job	jobbed	⋊ d ʒ ɔ b ⋉	⋊ d ʒ ɔ b d ⋉
2240	k ə r aʊ z	k ə r aʊ z d	carouse	caroused	⋊ k ə ɹ a ʊ z ⋉	⋊ k ə ɹ a ʊ z d ⋉
2242	m a n	m a n d	man	manned	⋊ m a n ⋉	⋊ m a n d ⋉
2247	k ʌ p	k ʌ p t	cup	cupped	⋊ k ʌ p ⋉	⋊ k ʌ p t ⋉
2250	ʌ n d ə r eɪ t	ʌ n d ə r eɪ t ɪ d	underrate	underrated	⋊ ʌ n d ə ɹ e t ⋉	⋊ ʌ n d ə ɹ e t ɪ d ⋉
2253	ʌ n v eɪ lˠ	ʌ n v eɪ lˠ d	unveil	unveiled	⋊ ʌ n v e l ⋉	⋊ ʌ n v e l d ⋉
2256	r iː t ʃ	r iː t ʃ t	reach	reached	⋊ ɹ i t ʃ ⋉	⋊ ɹ i t ʃ t ⋉
2258	w ɔ n t ə n	w ɔ n t ə n d	wanton	wantoned	⋊ w ɔ n t ə n ⋉	⋊ w ɔ n t ə n d ⋉
2259	ʌ p b r eɪ d	ʌ p b r eɪ d ɪ d	upbraid	upbraided	⋊ ʌ p b ɹ e d ⋉	⋊ ʌ p b ɹ e d ɪ d ⋉
2265	f r iː z d r aɪ	f r iː z d r aɪ d	freeze-dry	freeze-dried	⋊ f ɹ i z d ɹ a ɪ ⋉	⋊ f ɹ i z d ɹ a ɪ d ⋉
2266	p eɪ d ʒ	p eɪ d ʒ d	page	paged	⋊ p e d ʒ ⋉	⋊ p e d ʒ d ⋉
2271	l iː v ə	l iː v ə d	lever	levered	⋊ l i v ə ⋉	⋊ l i v ə d ⋉
2279	k w ɔ r l̩ˠ	k w ɔ r l̩ˠ d	quarrel	quarrelled	⋊ k w ɔ ɹ l ⋉	⋊ k w ɔ ɹ l d ⋉
2280	s t r uː	s t r uː d	strew	strewed	⋊ s t ɹ u ⋉	⋊ s t ɹ u d ⋉
2281	t r ɛ b l̩ˠ	t r ɛ b l̩ˠ d	treble	trebled	⋊ t ɹ ɛ b l ⋉	⋊ t ɹ ɛ b l d ⋉
2282	d ɪ b ɑː k	d ɪ b ɑː k t	debark	debarked	⋊ d ɪ b ɑ k ⋉	⋊ d ɪ b ɑ k t ⋉
2285	p ɔ p j ə l eɪ t	p ɔ p j ə l eɪ t ɪ d	populate	populated	⋊ p ɔ p j ə l e t ⋉	⋊ p ɔ p j ə l e t ɪ d ⋉
2287	d ɛ s ɪ k r eɪ t	d ɛ s ɪ k r eɪ t ɪ d	desecrate	desecrated	⋊ d ɛ s ɪ k ɹ e t ⋉	⋊ d ɛ s ɪ k ɹ e t ɪ d ⋉
2289	t eɪ p	t eɪ p t	tape	taped	⋊ t e p ⋉	⋊ t e p t ⋉
2299	s lˠ a v ə	s lˠ a v ə d	slaver	slavered	⋊ s l a v ə ⋉	⋊ s l a v ə d ⋉
2301	ɛ m b r ɔɪ d ə	ɛ m b r ɔɪ d ə d	embroider	embroidered	⋊ ɛ m b ɹ ɔ ɪ d ə ⋉	⋊ ɛ m b ɹ ɔ ɪ d ə d ⋉
2302	əʊ v ə p r ɪ n t	əʊ v ə p r ɪ n t ɪ d	overprint	overprinted	⋊ o v ə p ɹ ɪ n t ⋉	⋊ o v ə p ɹ ɪ n t ɪ d ⋉
2304	w aɪ p	w aɪ p t	wipe	wiped	⋊ w a ɪ p ⋉	⋊ w a ɪ p t ⋉
2305	k a t ə l ɔ g	k a t ə l ɔ g d	catalogue	catalogued	⋊ k a t ə l ɔ g ⋉	⋊ k a t ə l ɔ g d ⋉
2307	m ʌ d ɪ	m ʌ d ɪ d	muddy	muddied	⋊ m ʌ d ɪ ⋉	⋊ m ʌ d ɪ d ⋉
2322	l ɪ t ɪ g eɪ t	l ɪ t ɪ g eɪ t ɪ d	litigate	litigated	⋊ l ɪ t ɪ g e t ⋉	⋊ l ɪ t ɪ g e t ɪ d ⋉
2325	r ɪ p l̩ˠ	r ɪ p l̩ˠ d	ripple	rippled	⋊ ɹ ɪ p l ⋉	⋊ ɹ ɪ p l d ⋉
2327	ə l ɔɪ	ə l ɔɪ d	alloy	alloyed	⋊ ə l ɔ ɪ ⋉	⋊ ə l ɔ ɪ d ⋉
2328	s j ʊ p ə v aɪ z	s j ʊ p ə v aɪ z d	supervise	supervised	⋊ s j ʊ p ə v a ɪ z ⋉	⋊ s j ʊ p ə v a ɪ z d ⋉
2330	s iː	s ɔː	see	saw	⋊ s i ⋉	⋊ s ɔ ⋉
2333	k r ɪ m p	k r ɪ m p t	crimp	crimped	⋊ k ɹ ɪ m p ⋉	⋊ k ɹ ɪ m p t ⋉
2334	s ɛ n s ə	s ɛ n s ə d	censor	censored	⋊ s ɛ n s ə ⋉	⋊ s ɛ n s ə d ⋉
2340	s t ʌ m ə k	s t ʌ m ə k t	stomach	stomached	⋊ s t ʌ m ə k ⋉	⋊ s t ʌ m ə k t ⋉
2341	g r iː v	g r iː v d	grieve	grieved	⋊ g ɹ i v ⋉	⋊ g ɹ i v d ⋉
2343	iː r ʌ k t eɪ t	iː r ʌ k t eɪ t ɪ d	eructate	eructated	⋊ i ɹ ʌ k t e t ⋉	⋊ i ɹ ʌ k t e t ɪ d ⋉
2356	f əʊ t ə k ɔ p ɪ	f əʊ t ə k ɔ p ɪ d	photocopy	photocopied	⋊ f o t ə k ɔ p ɪ ⋉	⋊ f o t ə k ɔ p ɪ d ⋉
2360	w ɛ ð ə	w ɛ ð ə d	weather	weathered	⋊ w ɛ ð ə ⋉	⋊ w ɛ ð ə d ⋉
2361	m ɪ s t r n̩ z l eɪ t	m ɪ s t r n̩ z l eɪ t ɪ d	mistranslate	mistranslated	⋊ m ɪ s t ɹ n z l e t ⋉	⋊ m ɪ s t ɹ n z l e t ɪ d ⋉
2369	n ɪ g əʊ s j eɪ t	n ɪ g əʊ s j eɪ t ɪ d	negotiate	negotiated	⋊ n ɪ g o s j e t ⋉	⋊ n ɪ g o s j e t ɪ d ⋉
2372	p iː k	p iː k t	pique	piqued	⋊ p i k ⋉	⋊ p i k t ⋉
2376	b l ɛ ð ə	b l ɛ ð ə d	blether	blethered	⋊ b l ɛ ð ə ⋉	⋊ b l ɛ ð ə d ⋉
2377	f l aɪ	f l uː	fly	flew	⋊ f l a ɪ ⋉	⋊ f l u ⋉
2382	d iː r eɪ lˠ	d iː r eɪ lˠ d	derail	derailed	⋊ d i ɹ e l ⋉	⋊ d i ɹ e l d ⋉
2384	p a s t ə r aɪ z	p a s t ə r aɪ z d	pasteurize	pasteurized	⋊ p a s t ə ɹ a ɪ z ⋉	⋊ p a s t ə ɹ a ɪ z d ⋉
2392	k j uː b	k j uː b d	cube	cubed	⋊ k j u b ⋉	⋊ k j u b d ⋉
2397	d ɪ s ɪ n h ɛ r ɪ t	d ɪ s ɪ n h ɛ r ɪ t ɪ d	disinherit	disinherited	⋊ d ɪ s ɪ n h ɛ ɹ ɪ t ⋉	⋊ d ɪ s ɪ n h ɛ ɹ ɪ t ɪ d ⋉
2399	ɪ n b r iː d	ɪ n b r ɛ d	inbreed	inbred	⋊ ɪ n b ɹ i d ⋉	⋊ ɪ n b ɹ ɛ d ⋉
2402	ɛ k s ɪ k j uː t	ɛ k s ɪ k j uː t ɪ d	execute	executed	⋊ ɛ k s ɪ k j u t ⋉	⋊ ɛ k s ɪ k j u t ɪ d ⋉
2403	h uː d uː	h uː d uː d	hoodoo	hoodooed	⋊ h u d u ⋉	⋊ h u d u d ⋉
2404	k ɔ p ə	k ɔ p ə d	copper	coppered	⋊ k ɔ p ə ⋉	⋊ k ɔ p ə d ⋉
2407	s t r eɪ t n̩	s t r eɪ t n̩ d	straighten	straightened	⋊ s t ɹ e t n ⋉	⋊ s t ɹ e t n d ⋉
2413	k ə m ɛ n s	k ə m ɛ n s t	commence	commenced	⋊ k ə m ɛ n s ⋉	⋊ k ə m ɛ n s t ⋉
2420	k l ɔɪ s t ə	k l ɔɪ s t ə d	cloister	cloistered	⋊ k l ɔ ɪ s t ə ⋉	⋊ k l ɔ ɪ s t ə d ⋉
2428	əʊ g l̩ˠ	əʊ g l̩ˠ d	ogle	ogled	⋊ o g l ⋉	⋊ o g l d ⋉
2436	r iː g ɜː d ʒ ɪ t eɪ t	r iː g ɜː d ʒ ɪ t eɪ t ɪ d	regurgitate	regurgitated	⋊ ɹ i g ə d ʒ ɪ t e t ⋉	⋊ ɹ i g ə d ʒ ɪ t e t ɪ d ⋉
2437	p l iː t ʃ	p l iː t ʃ t	pleach	pleached	⋊ p l i t ʃ ⋉	⋊ p l i t ʃ t ⋉
2440	d iː p f r iː z	d iː p f r əʊ z	deep-freeze	deep-froze	⋊ d i p f ɹ i z ⋉	⋊ d i p f ɹ o z ⋉
2443	k r ɔː s r ə f ɜː	k r ɔː s r ə f ɜː d	cross-refer	cross-referred	⋊ k ɹ ɔ s ɹ ə f ə ⋉	⋊ k ɹ ɔ s ɹ ə f ə d ⋉
2444	d a p l̩ˠ	d a p l̩ˠ d	dapple	dappled	⋊ d a p l ⋉	⋊ d a p l d ⋉
2445	d ʌ b l̩ˠ k l ʌ t ʃ	d ʌ b l̩ˠ k l ʌ t ʃ t	double-clutch	double-clutched	⋊ d ʌ b l k l ʌ t ʃ ⋉	⋊ d ʌ b l k l ʌ t ʃ t ⋉
2447	ʌ n f r ɔ k	ʌ n f r ɔ k t	unfrock	unfrocked	⋊ ʌ n f ɹ ɔ k ⋉	⋊ ʌ n f ɹ ɔ k t ⋉
