index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
14584	ai̯ n b r ɔ k ə n	ai̯ n g ə b r ɔ k t	einbrocken	eingebrockt	⋊ a i n b r ɔ k ə n ⋉	⋊ a i n g ə b r ɔ k t ⋉
14600	b ə n oː t ə n	b ə n oː t ə t	benoten	benotet	⋊ b ə n oː t ə n ⋉	⋊ b ə n oː t ə t ⋉
14604	f ɛ r v ɪ n d ə n	f ɛ r v ʊ n d ə n	verwinden	verwunden	⋊ f ɛ r v ɪ n d ə n ⋉	⋊ f ɛ r v ʊ n d ə n ⋉
14625	a p ts ɛː l ə n	a p g ə ts ɛː l t	abzaehlen	abgezaehlt	⋊ a p ts ɛː l ə n ⋉	⋊ a p g ə ts ɛː l t ⋉
14724	ai̯ n h ɛ f t ə n	ai̯ n g ə h ɛ f t ə t	einheften	eingeheftet	⋊ a i n h ɛ f t ə n ⋉	⋊ a i n g ə h ɛ f t ə t ⋉
14727	f ai̯ m ə n	g ə f ai̯ m t	feimen	gefeimt	⋊ f a i m ə n ⋉	⋊ g ə f a i m t ⋉
14762	a p k l ɪ ŋ ə n	a p g ə k l ʊ ŋ ə n	abklingen	abgeklungen	⋊ a p k l ɪ ŋ ə n ⋉	⋊ a p g ə k l ʊ ŋ ə n ⋉
14774	k s eː r oː k oː p iː r ə n	k s eː r oː k oː p iː r t	xerokopieren	xerokopiert	⋊ k s eː r oː k oː p iː r ə n ⋉	⋊ k s eː r oː k oː p iː r t ⋉
14785	k ʊ n t ʃ a f t ə n	g ə k ʊ n t ʃ a f t ə t	kundschaften	gekundschaftet	⋊ k ʊ n t ʃ a f t ə n ⋉	⋊ g ə k ʊ n t ʃ a f t ə t ⋉
14787	aː b ə n t oi̯ ə r n	g ə aː b ə n t oi̯ ə r t	abenteuern	geabenteuert	⋊ aː b ə n t o i ə r n ⋉	⋊ g ə aː b ə n t o i ə r t ⋉
14808	a n v oː n ə n	a n g ə v oː n t	anwohnen	angewohnt	⋊ a n v oː n ə n ⋉	⋊ a n g ə v oː n t ⋉
14824	n a v iː g iː r ə n	n a v iː g iː r t	navigieren	navigiert	⋊ n a v iː g iː r ə n ⋉	⋊ n a v iː g iː r t ⋉
14834	ai̯ n f r ɔ s t ə n	ai̯ n g ə f r ɔ s t ə t	einfrosten	eingefrostet	⋊ a i n f r ɔ s t ə n ⋉	⋊ a i n g ə f r ɔ s t ə t ⋉
14863	z ʏ n t eː t iː z iː r ə n	z ʏ n t eː t iː z iː r t	synthetisieren	synthetisiert	⋊ z ʏ n t eː t iː z iː r ə n ⋉	⋊ z ʏ n t eː t iː z iː r t ⋉
14887	r ai̯ s ə n	g ə r ɪ s ə n	reissen	gerissen	⋊ r a i s ə n ⋉	⋊ g ə r ɪ s ə n ⋉
14893	au̯ f v a k s ə n	au̯ f g ə v a k s ə n	aufwachsen	aufgewachsen	⋊ a u f v a k s ə n ⋉	⋊ a u f g ə v a k s ə n ⋉
14900	b ə a r b ai̯ t ə n	b ə a r b ai̯ t ə t	bearbeiten	bearbeitet	⋊ b ə a r b a i t ə n ⋉	⋊ b ə a r b a i t ə t ⋉
14919	au̯ f m ʊ k ə n	au̯ f g ə m ʊ k t	aufmucken	aufgemuckt	⋊ a u f m ʊ k ə n ⋉	⋊ a u f g ə m ʊ k t ⋉
15052	a b a n d ɔ n iː r ə n	a b a n d ɔ n iː r t	abandonnieren	abandonniert	⋊ a b a n d ɔ n iː r ə n ⋉	⋊ a b a n d ɔ n iː r t ⋉
15145	a n h ɛː k ə l n	a n g ə h ɛː k ə l t	anhäkeln	angehäkelt	⋊ a n h ɛː k ə l n ⋉	⋊ a n g ə h ɛː k ə l t ⋉
15148	a p l eː d ə r n	a p g ə l eː d ə r t	abledern	abgeledert	⋊ a p l eː d ə r n ⋉	⋊ a p g ə l eː d ə r t ⋉
15256	d ʊ r ç l oi̯ x t ə n	d ʊ r ç g ə l oi̯ x t ə t	durchleuchten	durchgeleuchtet	⋊ d ʊ r ç l o i x t ə n ⋉	⋊ d ʊ r ç g ə l o i x t ə t ⋉
15281	f ɛ r ɛ n d ə r n	f ɛ r ɛ n d ə r t	verändern	verändert	⋊ f ɛ r ɛ n d ə r n ⋉	⋊ f ɛ r ɛ n d ə r t ⋉
15323	f oː r b ɪ n d ə n	f oː r g ə b ʊ n d ə n	vorbinden	vorgebunden	⋊ f oː r b ɪ n d ə n ⋉	⋊ f oː r g ə b ʊ n d ə n ⋉
15362	au̯ f p a k ə n	au̯ f g ə p a k t	aufpacken	aufgepackt	⋊ a u f p a k ə n ⋉	⋊ a u f g ə p a k t ⋉
15363	v oː r v ɛ n d ə n	v oː r g ə v ɛ n d ə t	vorwenden	vorgewendet	⋊ v oː r v ɛ n d ə n ⋉	⋊ v oː r g ə v ɛ n d ə t ⋉
15381	a n pf l a n ts ə n	a n g ə pf l a n ts t	anpflanzen	angepflanzt	⋊ a n pf l a n ts ə n ⋉	⋊ a n g ə pf l a n ts t ⋉
15461	k ʏ s ə n	g ə k ʏ s t	küssen	geküsst	⋊ k ʏ s ə n ⋉	⋊ g ə k ʏ s t ⋉
15490	j au̯ l ə n	g ə j au̯ l t	jaulen	gejault	⋊ j a u l ə n ⋉	⋊ g ə j a u l t ⋉
15553	a n f yː g ə n	a n g ə f yː k t	anfügen	angefügt	⋊ a n f yː g ə n ⋉	⋊ a n g ə f yː k t ⋉
15588	f ɛ r k n oː t ə n	f ɛ r k n oː t ə t	verknoten	verknotet	⋊ f ɛ r k n oː t ə n ⋉	⋊ f ɛ r k n oː t ə t ⋉
15591	g a r n iː r ə n	g a r n iː r t	garnieren	garniert	⋊ g a r n iː r ə n ⋉	⋊ g a r n iː r t ⋉
15602	f iː l eː t iː r ə n	f iː l eː t iː r t	filetieren	filetiert	⋊ f iː l eː t iː r ə n ⋉	⋊ f iː l eː t iː r t ⋉
15646	a p h aː b ə n	a p g ə h aː p t	abhaben	abgehabt	⋊ a p h aː b ə n ⋉	⋊ a p g ə h aː p t ⋉
15648	p ɛ p ə l n	g ə p ɛ p ə l t	päppeln	gepäppelt	⋊ p ɛ p ə l n ⋉	⋊ g ə p ɛ p ə l t ⋉
15655	ɛ r b r ai̯ s t ə n	ɛ r b r ai̯ s t ə t	erbreisten	erbreistet	⋊ ɛ r b r a i s t ə n ⋉	⋊ ɛ r b r a i s t ə t ⋉
15674	ts uː ʃ au̯ ə n	ts uː g ə ʃ au̯ t	zuschauen	zugeschaut	⋊ ts uː ʃ a u ə n ⋉	⋊ ts uː g ə ʃ a u t ⋉
15701	a p r eː t iː r ə n	a p r eː t iː r t	appretieren	appretiert	⋊ a p r eː t iː r ə n ⋉	⋊ a p r eː t iː r t ⋉
15711	ʃ l ɛ ŋ ə l n	g ə ʃ l ɛ ŋ ə l t	schlängeln	geschlängelt	⋊ ʃ l ɛ ŋ ə l n ⋉	⋊ g ə ʃ l ɛ ŋ ə l t ⋉
15734	r a m ə n	g ə r a m t	rammen	gerammt	⋊ r a m ə n ⋉	⋊ g ə r a m t ⋉
15808	k ɔ n v ɛ r g iː r ə n	k ɔ n v ɛ r g iː r t	konvergieren	konvergiert	⋊ k ɔ n v ɛ r g iː r ə n ⋉	⋊ k ɔ n v ɛ r g iː r t ⋉
15890	b ə au̯ g ə n ʃ ai̯ n ɪ g ə n	b ə au̯ g ə n ʃ ai̯ n ɪ ç t	beaugenscheinigen	beaugenscheinigt	⋊ b ə a u g ə n ʃ a i n ɪ g ə n ⋉	⋊ b ə a u g ə n ʃ a i n ɪ ç t ⋉
15939	ʊ m z oi̯ m ə n	ʊ m g ə z oi̯ m t	umsäumen	umgesäumt	⋊ ʊ m z o i m ə n ⋉	⋊ ʊ m g ə z o i m t ⋉
15947	b ə b ʊ ŋ k ə r n	b ə b ʊ ŋ k ə r t	bebunkern	bebunkert	⋊ b ə b ʊ ŋ k ə r n ⋉	⋊ b ə b ʊ ŋ k ə r t ⋉
15995	f ɛ r h ʏ l ə n	f ɛ r h ʏ l t	verhüllen	verhüllt	⋊ f ɛ r h ʏ l ə n ⋉	⋊ f ɛ r h ʏ l t ⋉
16009	d ʊ r ç l oi̯ x t ə n	d ʊ r ç l oi̯ x t ə t	durchleuchten	durchleuchtet	⋊ d ʊ r ç l o i x t ə n ⋉	⋊ d ʊ r ç l o i x t ə t ⋉
16033	a r k v øː n ə n	g ə a r k v øː n t	argwöhnen	geargwöhnt	⋊ a r k v øː n ə n ⋉	⋊ g ə a r k v øː n t ⋉
16059	au̯ f ʃ oi̯ ə r n	au̯ f g ə ʃ oi̯ ə r t	aufscheuern	aufgescheuert	⋊ a u f ʃ o i ə r n ⋉	⋊ a u f g ə ʃ o i ə r t ⋉
16103	ʃ p uː r ə n	g ə ʃ p uː r t	spuren	gespurt	⋊ ʃ p uː r ə n ⋉	⋊ g ə ʃ p uː r t ⋉
16108	f ɛ r n aː x l ɛ s ɪ g ə n	f ɛ r n aː x l ɛ s ɪ ç t	vernachlässigen	vernachlässigt	⋊ f ɛ r n aː x l ɛ s ɪ g ə n ⋉	⋊ f ɛ r n aː x l ɛ s ɪ ç t ⋉
16144	v ɛ k h øː r ə n	v ɛ k g ə h øː r t	weghören	weggehört	⋊ v ɛ k h øː r ə n ⋉	⋊ v ɛ k g ə h øː r t ⋉
16159	r eː k v iː r iː r ə n	r eː k v iː r iː r t	requirieren	requiriert	⋊ r eː k v iː r iː r ə n ⋉	⋊ r eː k v iː r iː r t ⋉
16215	f ɛ r f l iː s ə n	f ɛ r f l ɔ s ə n	verfliessen	verflossen	⋊ f ɛ r f l iː s ə n ⋉	⋊ f ɛ r f l ɔ s ə n ⋉
16266	d ʏ r f ə n	g ə d ʊ r f t	dürfen	gedurft	⋊ d ʏ r f ə n ⋉	⋊ g ə d ʊ r f t ⋉
16278	h ɛ r ʊ m d r ʏ k ə n	h ɛ r ʊ m g ə d r ʏ k t	herumdrücken	herumgedrückt	⋊ h ɛ r ʊ m d r ʏ k ə n ⋉	⋊ h ɛ r ʊ m g ə d r ʏ k t ⋉
16280	f ɛ r m a r k t ə n	f ɛ r m a r k t ə t	vermarkten	vermarktet	⋊ f ɛ r m a r k t ə n ⋉	⋊ f ɛ r m a r k t ə t ⋉
16287	ai̯ n b l ɛ n d ə n	ai̯ n g ə b l ɛ n d ə t	einblenden	eingeblendet	⋊ a i n b l ɛ n d ə n ⋉	⋊ a i n g ə b l ɛ n d ə t ⋉
16377	ts ɪ r k uː l iː r ə n	ts ɪ r k uː l iː r t	zirkulieren	zirkuliert	⋊ ts ɪ r k uː l iː r ə n ⋉	⋊ ts ɪ r k uː l iː r t ⋉
16451	au̯ f l eː n ə n	au̯ f g ə l eː n t	auflehnen	aufgelehnt	⋊ a u f l eː n ə n ⋉	⋊ a u f g ə l eː n t ⋉
16533	ʃ ɔ s ə n	g ə ʃ ɔ s t	schossen	geschosst	⋊ ʃ ɔ s ə n ⋉	⋊ g ə ʃ ɔ s t ⋉
16547	ɛ r b r ɛ x ə n	ɛ r b r ɔ x ə n	erbrechen	erbrochen	⋊ ɛ r b r ɛ x ə n ⋉	⋊ ɛ r b r ɔ x ə n ⋉
16567	b r ɪ ŋ ə n	g ə b r a x t	bringen	gebracht	⋊ b r ɪ ŋ ə n ⋉	⋊ g ə b r a x t ⋉
16648	p au̯ z ə n	g ə p au̯ s t	pausen	gepaust	⋊ p a u z ə n ⋉	⋊ g ə p a u s t ⋉
16658	yː b ə r ʃ t r oi̯ ə n	yː b ə r ʃ t r oi̯ t	überstreuen	überstreut	⋊ yː b ə r ʃ t r o i ə n ⋉	⋊ yː b ə r ʃ t r o i t ⋉
16685	b ə f ɪ n d ə n	b ə f ʊ n d ə n	befinden	befunden	⋊ b ə f ɪ n d ə n ⋉	⋊ b ə f ʊ n d ə n ⋉
16698	f ɛ r n ai̯ n ə n	f ɛ r n ai̯ n t	verneinen	verneint	⋊ f ɛ r n a i n ə n ⋉	⋊ f ɛ r n a i n t ⋉
16702	k v ɛ ŋ ə l n	g ə k v ɛ ŋ ə l t	quengeln	gequengelt	⋊ k v ɛ ŋ ə l n ⋉	⋊ g ə k v ɛ ŋ ə l t ⋉
16724	t a b uː iː r ə n	t a b uː iː r t	tabuieren	tabuiert	⋊ t a b uː iː r ə n ⋉	⋊ t a b uː iː r t ⋉
16730	ʃ n au̯ b ə n	g ə ʃ n au̯ p t	schnauben	geschnaubt	⋊ ʃ n a u b ə n ⋉	⋊ g ə ʃ n a u p t ⋉
16773	au̯ s h a k ə n	au̯ s g ə h a k t	aushacken	ausgehackt	⋊ a u s h a k ə n ⋉	⋊ a u s g ə h a k t ⋉
16782	ai̯ n g iː s ə n	ai̯ n g ə g ɔ s ə n	eingiessen	eingegossen	⋊ a i n g iː s ə n ⋉	⋊ a i n g ə g ɔ s ə n ⋉
16812	d ɛ k ə l n	g ə d ɛ k ə l t	deckeln	gedeckelt	⋊ d ɛ k ə l n ⋉	⋊ g ə d ɛ k ə l t ⋉
16815	h ɛ r ʊ m z ɪ ts ə n	h ɛ r ʊ m g ə z ɛ s ə n	herumsitzen	herumgesessen	⋊ h ɛ r ʊ m z ɪ ts ə n ⋉	⋊ h ɛ r ʊ m g ə z ɛ s ə n ⋉
16843	a n b a k ə n	a n g ə b a k t	anbacken	angebackt	⋊ a n b a k ə n ⋉	⋊ a n g ə b a k t ⋉
16883	ai̯ n h eː b ə n	ai̯ n g ə h oː b ə n	einheben	eingehoben	⋊ a i n h eː b ə n ⋉	⋊ a i n g ə h oː b ə n ⋉
16898	ɛ r g œ ts ə n	ɛ r g œ ts t	ergötzen	ergötzt	⋊ ɛ r g œ ts ə n ⋉	⋊ ɛ r g œ ts t ⋉
16946	h a r ə n	g ə h a r t	harren	geharrt	⋊ h a r ə n ⋉	⋊ g ə h a r t ⋉
16975	v a g a b ʊ n d iː r ə n	v a g a b ʊ n d iː r t	vagabundieren	vagabundiert	⋊ v a g a b ʊ n d iː r ə n ⋉	⋊ v a g a b ʊ n d iː r t ⋉
17065	ai̯ n k n œ pf ə n	ai̯ n g ə k n œ pf t	einknöpfen	eingeknöpft	⋊ a i n k n œ pf ə n ⋉	⋊ a i n g ə k n œ pf t ⋉
17131	k oː d iː r ə n	k oː d iː r t	kodieren	kodiert	⋊ k oː d iː r ə n ⋉	⋊ k oː d iː r t ⋉
17182	z oː l ə n	g ə z oː l t	sohlen	gesohlt	⋊ z oː l ə n ⋉	⋊ g ə z oː l t ⋉
17193	a p z aː g ə n	a p g ə z aː k t	absagen	abgesagt	⋊ a p z aː g ə n ⋉	⋊ a p g ə z aː k t ⋉
17205	ʃ r ɔ t ə n	g ə ʃ r ɔ t ə t	schrotten	geschrottet	⋊ ʃ r ɔ t ə n ⋉	⋊ g ə ʃ r ɔ t ə t ⋉
17241	ɛ r ʃ t au̯ n ə n	ɛ r ʃ t au̯ n t	erstaunen	erstaunt	⋊ ɛ r ʃ t a u n ə n ⋉	⋊ ɛ r ʃ t a u n t ⋉
17266	p r ʊ ŋ k ə n	g ə p r ʊ ŋ k t	prunken	geprunkt	⋊ p r ʊ ŋ k ə n ⋉	⋊ g ə p r ʊ ŋ k t ⋉
17267	d ɪ s iː m iː l iː r ə n	d ɪ s iː m iː l iː r t	dissimilieren	dissimiliert	⋊ d ɪ s iː m iː l iː r ə n ⋉	⋊ d ɪ s iː m iː l iː r t ⋉
17326	ai̯ n ʃ v ɛ r ts ə n	ai̯ n g ə ʃ v ɛ r ts t	einschwärzen	eingeschwärzt	⋊ a i n ʃ v ɛ r ts ə n ⋉	⋊ a i n g ə ʃ v ɛ r ts t ⋉
17441	z oː s ə n	g ə z oː s t	sossen	gesosst	⋊ z oː s ə n ⋉	⋊ g ə z oː s t ⋉
17442	a n k ɔ p ə l n	a n g ə k ɔ p ə l t	ankoppeln	angekoppelt	⋊ a n k ɔ p ə l n ⋉	⋊ a n g ə k ɔ p ə l t ⋉
17469	au̯ s k ɛ n ə n	au̯ s g ə k a n t	auskennen	ausgekannt	⋊ a u s k ɛ n ə n ⋉	⋊ a u s g ə k a n t ⋉
17475	r a s t ə n	g ə r a s t ə t	rasten	gerastet	⋊ r a s t ə n ⋉	⋊ g ə r a s t ə t ⋉
17532	l iː p b ə h a l t ə n	l iː p b ə h a l t ə n	liebbehalten	liebbehalten	⋊ l iː p b ə h a l t ə n ⋉	⋊ l iː p b ə h a l t ə n ⋉
17534	au̯ s p r ɛ s ə n	au̯ s g ə p r ɛ s t	auspressen	ausgepresst	⋊ a u s p r ɛ s ə n ⋉	⋊ a u s g ə p r ɛ s t ⋉
17545	m ɛ n ɪ dʒ ə n	g ə m ɛ n ɪ tʃ t	managen	gemanagt	⋊ m ɛ n ɪ dʒ ə n ⋉	⋊ g ə m ɛ n ɪ tʃ t ⋉
17639	b l ɪ ts ə n	g ə b l ɪ ts t	blitzen	geblitzt	⋊ b l ɪ ts ə n ⋉	⋊ g ə b l ɪ ts t ⋉
17642	v ai̯ d ə n	g ə v ai̯ d ə t	weiden	geweidet	⋊ v a i d ə n ⋉	⋊ g ə v a i d ə t ⋉
17643	m eː t a l iː z iː r ə n	m eː t a l iː z iː r t	metallisieren	metallisiert	⋊ m eː t a l iː z iː r ə n ⋉	⋊ m eː t a l iː z iː r t ⋉
17660	z ʊ b l iː m iː r ə n	z ʊ b l iː m iː r t	sublimieren	sublimiert	⋊ z ʊ b l iː m iː r ə n ⋉	⋊ z ʊ b l iː m iː r t ⋉
17668	ʃ p ai̯ x ə l n	g ə ʃ p ai̯ x ə l t	speicheln	gespeichelt	⋊ ʃ p a i x ə l n ⋉	⋊ g ə ʃ p a i x ə l t ⋉
17686	n a r ə n	g ə n a r t	narren	genarrt	⋊ n a r ə n ⋉	⋊ g ə n a r t ⋉
17701	z ɪ n ə n	g ə z ɔ n ə n	sinnen	gesonnen	⋊ z ɪ n ə n ⋉	⋊ g ə z ɔ n ə n ⋉
17714	r ɔ l ə n	g ə r ɔ l t	rollen	gerollt	⋊ r ɔ l ə n ⋉	⋊ g ə r ɔ l t ⋉
17795	l iː n iː r ə n	l iː n iː r t	linieren	liniert	⋊ l iː n iː r ə n ⋉	⋊ l iː n iː r t ⋉
17815	f ɛ r k n a p ə n	f ɛ r k n a p t	verknappen	verknappt	⋊ f ɛ r k n a p ə n ⋉	⋊ f ɛ r k n a p t ⋉
17822	d ʊ r ç z ɪ ts ə n	d ʊ r ç g ə z ɛ s ə n	durchsitzen	durchgesessen	⋊ d ʊ r ç z ɪ ts ə n ⋉	⋊ d ʊ r ç g ə z ɛ s ə n ⋉
17864	ʊ n t ə r z ɪ ŋ k ə n	ʊ n t ə r g ə z ʊ ŋ k ə n	untersinken	untergesunken	⋊ ʊ n t ə r z ɪ ŋ k ə n ⋉	⋊ ʊ n t ə r g ə z ʊ ŋ k ə n ⋉
17871	ɛ r ʃ t a t ə n	ɛ r ʃ t a t ə t	erstatten	erstattet	⋊ ɛ r ʃ t a t ə n ⋉	⋊ ɛ r ʃ t a t ə t ⋉
17913	f ɛ r ɛ r b ə n	f ɛ r ɛ r p t	vererben	vererbt	⋊ f ɛ r ɛ r b ə n ⋉	⋊ f ɛ r ɛ r p t ⋉
17919	b uː l ə n	g ə b uː l t	buhlen	gebuhlt	⋊ b uː l ə n ⋉	⋊ g ə b uː l t ⋉
17979	ts iː g oi̯ n ə r n	ts iː g oi̯ n ə r t	zigeunern	zigeunert	⋊ ts iː g o i n ə r n ⋉	⋊ ts iː g o i n ə r t ⋉
18007	d r ɪ n ʃ t ɛ k ə n	d r ɪ n g ə ʃ t ɛ k t	drinstecken	dringesteckt	⋊ d r ɪ n ʃ t ɛ k ə n ⋉	⋊ d r ɪ n g ə ʃ t ɛ k t ⋉
18081	d ʊ r ç ʃ l aː f ə n	d ʊ r ç g ə ʃ l aː f ə n	durchschlafen	durchgeschlafen	⋊ d ʊ r ç ʃ l aː f ə n ⋉	⋊ d ʊ r ç g ə ʃ l aː f ə n ⋉
18150	m oː n oː p oː l iː z iː r ə n	m oː n oː p oː l iː z iː r t	monopolisieren	monopolisiert	⋊ m oː n oː p oː l iː z iː r ə n ⋉	⋊ m oː n oː p oː l iː z iː r t ⋉
18157	k oi̯ x ə n	g ə k oi̯ x t	keuchen	gekeucht	⋊ k o i x ə n ⋉	⋊ g ə k o i x t ⋉
18188	ʊ n t ə r b ɪ n d ə n	ʊ n t ə r g ə b ʊ n d ə n	unterbinden	untergebunden	⋊ ʊ n t ə r b ɪ n d ə n ⋉	⋊ ʊ n t ə r g ə b ʊ n d ə n ⋉
18213	a n k ɔ ts ə n	a n g ə k ɔ ts t	ankotzen	angekotzt	⋊ a n k ɔ ts ə n ⋉	⋊ a n g ə k ɔ ts t ⋉
18214	a p b r yː ə n	a p g ə b r yː t	abbrühen	abgebrüht	⋊ a p b r yː ə n ⋉	⋊ a p g ə b r yː t ⋉
18230	a n t oi̯ ʃ ə n	a n g ə t oi̯ ʃ t	antäuschen	angetäuscht	⋊ a n t o i ʃ ə n ⋉	⋊ a n g ə t o i ʃ t ⋉
18294	au̯ s f l ɪ p ə n	au̯ s g ə f l ɪ p t	ausflippen	ausgeflippt	⋊ a u s f l ɪ p ə n ⋉	⋊ a u s g ə f l ɪ p t ⋉
18318	ai̯ n m ɪ ʃ ə n	ai̯ n g ə m ɪ ʃ t	einmischen	eingemischt	⋊ a i n m ɪ ʃ ə n ⋉	⋊ a i n g ə m ɪ ʃ t ⋉
18367	ʃ l a b ə r n	g ə ʃ l a b ə r t	schlabbern	geschlabbert	⋊ ʃ l a b ə r n ⋉	⋊ g ə ʃ l a b ə r t ⋉
18412	d ɪ s ɛ r t iː r ə n	d ɪ s ɛ r t iː r t	dissertieren	dissertiert	⋊ d ɪ s ɛ r t iː r ə n ⋉	⋊ d ɪ s ɛ r t iː r t ⋉
18467	b ə m ɛ x t ɪ g ə n	b ə m ɛ x t ɪ ç t	bemächtigen	bemächtigt	⋊ b ə m ɛ x t ɪ g ə n ⋉	⋊ b ə m ɛ x t ɪ ç t ⋉
18500	f ɛ r v ʏ n ʃ ə n	f ɛ r v ʏ n ʃ t	verwünschen	verwünscht	⋊ f ɛ r v ʏ n ʃ ə n ⋉	⋊ f ɛ r v ʏ n ʃ t ⋉
18523	ɛ k s p a t r iː iː r ə n	ɛ k s p a t r iː iː r t	expatriieren	expatriiert	⋊ ɛ k s p a t r iː iː r ə n ⋉	⋊ ɛ k s p a t r iː iː r t ⋉
18539	ɛ n t ʃ t ai̯ g ə n	ɛ n t ʃ t iː g ə n	entsteigen	entstiegen	⋊ ɛ n t ʃ t a i g ə n ⋉	⋊ ɛ n t ʃ t iː g ə n ⋉
18547	yː b ə r ʃ p yː l ə n	yː b ə r ʃ p yː l t	überspülen	überspült	⋊ yː b ə r ʃ p yː l ə n ⋉	⋊ yː b ə r ʃ p yː l t ⋉
18586	k uː v eː r t iː r ə n	k uː v eː r t iː r t	kuvertieren	kuvertiert	⋊ k uː v eː r t iː r ə n ⋉	⋊ k uː v eː r t iː r t ⋉
18622	ts uː ʃ p iː l ə n	ts uː g ə ʃ p iː l t	zuspielen	zugespielt	⋊ ts uː ʃ p iː l ə n ⋉	⋊ ts uː g ə ʃ p iː l t ⋉
18629	b ə ʃ p ai̯ k ə n	b ə ʃ p ai̯ k t	bespiken	bespikt	⋊ b ə ʃ p a i k ə n ⋉	⋊ b ə ʃ p a i k t ⋉
18670	a n ʃ t ai̯ g ə n	a n g ə ʃ t iː g ə n	ansteigen	angestiegen	⋊ a n ʃ t a i g ə n ⋉	⋊ a n g ə ʃ t iː g ə n ⋉
18672	b ɛ n d ɪ g ə n	g ə b ɛ n d ɪ ç t	bändigen	gebändigt	⋊ b ɛ n d ɪ g ə n ⋉	⋊ g ə b ɛ n d ɪ ç t ⋉
18695	ʊ n t ə r ʃ l aː g ə n	ʊ n t ə r g ə ʃ l aː g ə n	unterschlagen	untergeschlagen	⋊ ʊ n t ə r ʃ l aː g ə n ⋉	⋊ ʊ n t ə r g ə ʃ l aː g ə n ⋉
18722	k ɔ n t iː n uː iː r ə n	k ɔ n t iː n uː iː r t	kontinuieren	kontinuiert	⋊ k ɔ n t iː n uː iː r ə n ⋉	⋊ k ɔ n t iː n uː iː r t ⋉
18734	t a r iː f iː r ə n	t a r iː f iː r t	tarifieren	tarifiert	⋊ t a r iː f iː r ə n ⋉	⋊ t a r iː f iː r t ⋉
18853	yː b ə r g eː ə n	yː b ə r g ə g a ŋ ə n	übergehen	übergegangen	⋊ yː b ə r g eː ə n ⋉	⋊ yː b ə r g ə g a ŋ ə n ⋉
18912	d iː n iː r ə n	d iː n iː r t	dinieren	diniert	⋊ d iː n iː r ə n ⋉	⋊ d iː n iː r t ⋉
18925	ʃ ɛ r f ə n	g ə ʃ ɛ r f t	schärfen	geschärft	⋊ ʃ ɛ r f ə n ⋉	⋊ g ə ʃ ɛ r f t ⋉
18931	ts v ɛ k ə n	g ə ts v ɛ k t	zwecken	gezweckt	⋊ ts v ɛ k ə n ⋉	⋊ g ə ts v ɛ k t ⋉
18962	ɛ s t eː t iː z iː r ə n	ɛ s t eː t iː z iː r t	ästhetisieren	ästhetisiert	⋊ ɛ s t eː t iː z iː r ə n ⋉	⋊ ɛ s t eː t iː z iː r t ⋉
18996	ts uː h aː b ə n	ts uː g ə h aː p t	zuhaben	zugehabt	⋊ ts uː h aː b ə n ⋉	⋊ ts uː g ə h aː p t ⋉
19008	k ɔ n k l uː d iː r ə n	k ɔ n k l uː d iː r t	konkludieren	konkludiert	⋊ k ɔ n k l uː d iː r ə n ⋉	⋊ k ɔ n k l uː d iː r t ⋉
19018	au̯ s b oi̯ l ə n	au̯ s g ə b oi̯ l t	ausbeulen	ausgebeult	⋊ a u s b o i l ə n ⋉	⋊ a u s g ə b o i l t ⋉
19088	ts ɪ n z ə n	g ə ts ɪ n s t	zinsen	gezinst	⋊ ts ɪ n z ə n ⋉	⋊ g ə ts ɪ n s t ⋉
19160	f a s ts iː n iː r ə n	f a s ts iː n iː r t	faszinieren	fasziniert	⋊ f a s ts iː n iː r ə n ⋉	⋊ f a s ts iː n iː r t ⋉
19161	ts uː z a m ə n b l ai̯ b ə n	ts uː z a m ə n g ə b l iː b ə n	zusammenbleiben	zusammengeblieben	⋊ ts uː z a m ə n b l a i b ə n ⋉	⋊ ts uː z a m ə n g ə b l iː b ə n ⋉
19207	ʃ ɪ l f ə r n	g ə ʃ ɪ l f ə r t	schilfern	geschilfert	⋊ ʃ ɪ l f ə r n ⋉	⋊ g ə ʃ ɪ l f ə r t ⋉
19216	d eː k ɔ m p oː n iː r ə n	d eː k ɔ m p oː n iː r t	dekomponieren	dekomponiert	⋊ d eː k ɔ m p oː n iː r ə n ⋉	⋊ d eː k ɔ m p oː n iː r t ⋉
19240	œ f n ə n	g ə œ f n ə t	öffnen	geöffnet	⋊ œ f n ə n ⋉	⋊ g ə œ f n ə t ⋉
19287	ʊ m ʃ t ʏ l p ə n	ʊ m g ə ʃ t ʏ l p t	umstülpen	umgestülpt	⋊ ʊ m ʃ t ʏ l p ə n ⋉	⋊ ʊ m g ə ʃ t ʏ l p t ⋉
19290	v ɛ k m a x ə n	v ɛ k g ə m a x t	wegmachen	weggemacht	⋊ v ɛ k m a x ə n ⋉	⋊ v ɛ k g ə m a x t ⋉
19294	d eː n a ts iː f iː ts iː r ə n	d eː n a ts iː f iː ts iː r t	denazifizieren	denazifiziert	⋊ d eː n a ts iː f iː ts iː r ə n ⋉	⋊ d eː n a ts iː f iː ts iː r t ⋉
19365	ɛ n t l eː d ɪ g ə n	ɛ n t l eː d ɪ ç t	entledigen	entledigt	⋊ ɛ n t l eː d ɪ g ə n ⋉	⋊ ɛ n t l eː d ɪ ç t ⋉
