ɛ k s ə k j u t	ɛ k s ə k j u t ɨ d	V;PST;	execute	executed
d æ ʃ	d æ ʃ t	V;PST;	dash	dashed
f ʌ n d	f ʌ n d ɨ d	V;PST;	fund	funded
ɪ g z æ dʒ ə ɹ eɪ t	ɪ g z æ dʒ ə ɹ eɪ t ɨ d	V;PST;	exaggerate	exaggerated
ʃ ʌ d ɚ	ʃ ʌ d ɚ d	V;PST;	shudder	shuddered
d æ z ə l	d æ z ə l d	V;PST;	dazzle	dazzled
ɹ ɪ k w ɛ s t	ɹ ɪ k w ɛ s t ɨ d	V;PST;	request	requested
b oʊ l	b oʊ l d	V;PST;	bowl	bowled
f l æ t ɚ	f l æ t ɚ d	V;PST;	flatter	flattered
ɪ g z ɝ t	ɪ g z ɝ t ɨ d	V;PST;	exert	exerted
s n ɪ f	s n ɪ f t	V;PST;	sniff	sniffed
g ɹ æ dʒ u eɪ t	g ɹ æ dʒ u eɪ t ɨ d	V;PST;	graduate	graduated
k a m	k a m d	V;PST;	calm	calmed
k æ m p eɪ n	k æ m p eɪ n d	V;PST;	campaign	campaigned
k w ɪ t	k w ɪ t	V;PST;	quit	quit
w ɪ s ə l	w ɪ s ə l d	V;PST;	whistle	whistled
f ɹ eɪ m	f ɹ eɪ m d	V;PST;	frame	framed
w ɛ l ʃ	w ɛ l ʃ t	V;PST;	welsh	welshed
b a m	b a m d	V;PST;	bomb	bombed
d aɪ v	d oʊ v	V;PST;	dive	dived
f l ʌ t ɚ	f l ʌ t ɚ d	V;PST;	flutter	fluttered
ɪ n v ɪ z ɪ dʒ	ɪ n v ɪ z ɪ dʒ d	V;PST;	envisage	envisaged
s oʊ	s oʊ d	V;PST;	sow	sowed
s t ɹ aɪ d	s t ɹ oʊ d	V;PST;	stride	strode
h ɝ l	h ɝ l d	V;PST;	hurl	hurled
k l æ s p	k l æ s p t	V;PST;	clasp	clasped
ɪ m ə t eɪ t	ɪ m ə t eɪ t ɨ d	V;PST;	imitate	imitated
h æ m ɚ	h æ m ɚ d	V;PST;	hammer	hammered
k ɔ f	k ɔ f t	V;PST;	cough	coughed
p ɹ ɪ s i d	p ɹ ɪ s i d ɨ d	V;PST;	precede	preceded
k ɝ v	k ɝ v d	V;PST;	curve	curved
s ɛ n t ɚ	s ɛ n t ɚ d	V;PST;	centre	centred
s k ɹ eɪ p	s k ɹ eɪ p t	V;PST;	scrape	scraped
v a m ɪ t	v a m ɪ t ɨ d	V;PST;	vomit	vomited
h ɔ l t	h ɔ l t ɨ d	V;PST;	halt	halted
ɛ n v i	ɛ n v i d	V;PST;	envy	envied
s u	s u d	V;PST;	sue	sued
m a ɹ k ɪ t	m a ɹ k ɪ t ɨ d	V;PST;	market	marketed
s k w a t	s k w a t ɨ d	V;PST;	squat	squatted
eɪ k	eɪ k t	V;PST;	ache	ached
ə d oʊ ɹ	ə d oʊ ɹ d	V;PST;	adore	adored
i ɹ ɛ k t	i ɹ ɛ k t ɨ d	V;PST;	erect	erected
ɪ g z ɪ b ɪ t	ɪ g z ɪ b ɪ t ɨ d	V;PST;	exhibit	exhibited
s ɝ k j ʊ l eɪ t	s ɝ k j ʊ l eɪ t ɨ d	V;PST;	circulate	circulated
s t ʌ n	s t ʌ n d	V;PST;	stun	stunned
b l ɝ	b l ɝ d	V;PST;	blur	blurred
g l eɪ ɹ	g l eɪ ɹ d	V;PST;	glare	glared
k a m b æ t	k a m b æ t ɨ d	V;PST;	combat	combatted
k a m p ɛ n s eɪ t	k a m p ɛ n s eɪ t ɨ d	V;PST;	compensate	compensated
p ɹ oʊ g ɹ æ m	p ɹ oʊ g ɹ æ m d	V;PST;	programme	programmed
d aɪ v ɝ t	d aɪ v ɝ t ɨ d	V;PST;	divert	diverted
s ə b dʒ ɛ k t	s ə b dʒ ɛ k t ɨ d	V;PST;	subject	subjected
t ɹ ɛ d	t ɹ a d	V;PST;	tread	trod
ɪ n t ɹ i g	ɪ n t ɹ i g d	V;PST;	intrigue	intrigued
l ɛ v ə l	l ɛ v ə l d	V;PST;	level	levelled
l ɪ ŋ g ɚ	l ɪ ŋ g ɚ d	V;PST;	linger	lingered
ʃ ʌ v	ʃ ʌ v d	V;PST;	shove	shoved
h ʌ v ɚ	h ʌ v ɚ d	V;PST;	hover	hovered
n æ ʃ ə n ə l aɪ z	n æ ʃ ə n ə l aɪ z d	V;PST;	nationalize	nationalized
s t eɪ n	s t eɪ n d	V;PST;	stain	stained
θ ɹ aɪ v	θ ɹ aɪ v d	V;PST;	thrive	thrived
aɪ s ə l eɪ t	aɪ s ə l eɪ t ɨ d	V;PST;	isolate	isolated
ə w eɪ k ə n	ə w eɪ k ə n d	V;PST;	awaken	awakened
f oʊ t ə g ɹ æ f	f oʊ t ə g ɹ æ f t	V;PST;	photograph	photographed
m ɝ dʒ	m ɝ dʒ d	V;PST;	merge	merged
p ɹ a m p t	p ɹ a m p t ɨ d	V;PST;	prompt	prompted
s ʌ b s ɪ d aɪ z	s ʌ b s ɪ d aɪ z d	V;PST;	subsidize	subsidized
b oʊ s t	b oʊ s t ɨ d	V;PST;	boast	boasted
d ɪ b eɪ t	d ɪ b eɪ t ɨ d	V;PST;	debate	debated
f oʊ ɹ s i	f oʊ ɹ s ɔ	V;PST;	foresee	foresaw
ʃ ʌ f ə l	ʃ ʌ f ə l d	V;PST;	shuffle	shuffled
ə d m ɪ n ə s t ɚ	ə d m ɪ n ə s t ɚ d	V;PST;	administer	administered
k ə n f oʊ ɹ m	k ə n f oʊ ɹ m d	V;PST;	conform	conformed
p oʊ s t p oʊ n	p oʊ s t p oʊ n d	V;PST;	postpone	postponed
d a ɹ k ə n	d a ɹ k ə n d	V;PST;	darken	darkened
d ɪ p ɪ k t	d ɪ p ɪ k t ɨ d	V;PST;	depict	depicted
d ɹ ɪ l	d ɹ ɪ l d	V;PST;	drill	drilled
k aʊ n t ɚ	k aʊ n t ɚ d	V;PST;	counter	countered
ɹ a t	ɹ a t ɨ d	V;PST;	rot	rotted
s l aɪ s	s l aɪ s t	V;PST;	slice	sliced
tʃ æ t	tʃ æ t ɨ d	V;PST;	chat	chatted
k l æ p	k l æ p t	V;PST;	clap	clapped
ɹ ɪ p eɪ ɹ	ɹ ɪ p eɪ ɹ d	V;PST;	repair	repaired
ʃ ɹ i k	ʃ ɹ i k t	V;PST;	shriek	shrieked
ɪ k s aɪ t	ɪ k s aɪ t ɨ d	V;PST;	excite	excited
ɪ m b a ɹ k	ɪ m b a ɹ k t	V;PST;	embark	embarked
ɪ n h æ b ɪ t	ɪ n h æ b ɪ t ɨ d	V;PST;	inhabit	inhabited
s t ɹ æ ŋ g ə l	s t ɹ æ ŋ g ə l d	V;PST;	strangle	strangled
s t ɹ ʌ k tʃ ɚ	s t ɹ ʌ k tʃ ɚ d	V;PST;	structure	structured
d ɪ n aʊ n s	d ɪ n aʊ n s t	V;PST;	denounce	denounced
ɪ n s ɝ t	ɪ n s ɝ t ɨ d	V;PST;	insert	inserted
p ɹ ɪ v eɪ l	p ɹ ɪ v eɪ l d	V;PST;	prevail	prevailed
p ɹ ɪ z u m	p ɹ ɪ z u m d	V;PST;	presume	presumed
p ɹ ɪ s k ɹ aɪ b	p ɹ ɪ s k ɹ aɪ b d	V;PST;	prescribe	prescribed
s p ɹ ɪ ŋ k ə l	s p ɹ ɪ ŋ k ə l d	V;PST;	sprinkle	sprinkled
d ɪ f aɪ	d ɪ f aɪ d	V;PST;	defy	defied
d ɪ p l ɔɪ	d ɪ p l ɔɪ d	V;PST;	deploy	deployed
h ʌ g	h ʌ g d	V;PST;	hug	hugged
k ɪ d	k ɪ d ɨ d	V;PST;	kid	kidded
s t ɹ i m	s t ɹ i m d	V;PST;	stream	streamed
dʒ oʊ k	dʒ oʊ k t	V;PST;	joke	joked
k oʊ a p ə ɹ eɪ t	k oʊ a p ə ɹ eɪ t ɨ d	V;PST;	cooperate	cooperated
b ʌ l dʒ	b ʌ l dʒ d	V;PST;	bulge	bulged
s ɝ k ə l	s ɝ k ə l d	V;PST;	circle	circled
s oʊ	s oʊ d	V;PST;	sew	sewed
eɪ l	eɪ l d	V;PST;	ail	ailed
g ɹ oʊ n	g ɹ oʊ n d	V;PST;	groan	groaned
h ʌ m	h ʌ m d	V;PST;	hum	hummed
k ə m p ɹ aɪ z	k ə m p ɹ aɪ z d	V;PST;	comprise	comprised
t ʌ m b ə l	t ʌ m b ə l d	V;PST;	tumble	tumbled
dʒ æ m	dʒ æ m d	V;PST;	jam	jammed
h j u m ɪ l i eɪ t	h j u m ɪ l i eɪ t ɨ d	V;PST;	humiliate	humiliated
k w ɪ v ɚ	k w ɪ v ɚ d	V;PST;	quiver	quivered
t ɹ æ k	t ɹ æ k t	V;PST;	track	tracked
ɹ oʊ t eɪ t	ɹ oʊ t eɪ t ɨ d	V;PST;	rotate	rotated
s m u ð	s m u ð d	V;PST;	smooth	smoothed
s t æ k	s t æ k t	V;PST;	stack	stacked
ɪ n f ɛ k t	ɪ n f ɛ k t ɨ d	V;PST;	infect	infected
k ɹ ʌ m b ə l	k ɹ ʌ m b ə l d	V;PST;	crumble	crumbled
l ɪ k	l ɪ k t	V;PST;	lick	licked
s k ɛ dʒ u ə l	s k ɛ dʒ u ə l d	V;PST;	schedule	scheduled
t oʊ ɹ tʃ ɚ	t oʊ ɹ tʃ ɚ d	V;PST;	torture	tortured
l ɪ b ə ɹ eɪ t	l ɪ b ə ɹ eɪ t ɨ d	V;PST;	liberate	liberated
b l ʌ ʃ	b l ʌ ʃ t	V;PST;	blush	blushed
s a b	s a b d	V;PST;	sob	sobbed
t u n	t u n d	V;PST;	tune	tuned
f l æ p	f l æ p t	V;PST;	flap	flapped
ɪ k s p ɛ l	ɪ k s p ɛ l d	V;PST;	expel	expelled
l ɛ k tʃ ɚ	l ɛ k tʃ ɚ d	V;PST;	lecture	lectured
b ʌ m p	b ʌ m p t	V;PST;	bump	bumped
p eɪ s	p eɪ s t	V;PST;	pace	paced
s aɪ t	s aɪ t ɨ d	V;PST;	cite	cited
s t i m	s t i m d	V;PST;	steam	steamed
t ʌ g	t ʌ g d	V;PST;	tug	tugged
b u m	b u m d	V;PST;	boom	boomed
f l ɪ k	f l ɪ k t	V;PST;	flick	flicked
ɪ m p ɹ ɪ z ə n	ɪ m p ɹ ɪ z ə n d	V;PST;	imprison	imprisoned
k w oʊ ɹ ə l	k w oʊ ɹ ə l d	V;PST;	quarrel	quarrelled
p ɹ ɪ z aɪ d	p ɹ ɪ z aɪ d ɨ d	V;PST;	preside	presided
v æ l j u	v æ l j u d	V;PST;	value	valued
d u m	d u m d	V;PST;	doom	doomed
f i tʃ ɚ	f i tʃ ɚ d	V;PST;	feature	featured
h ɪ n t	h ɪ n t ɨ d	V;PST;	hint	hinted
k oʊ ɪ n s aɪ d	k oʊ ɪ n s aɪ d ɨ d	V;PST;	coincide	coincided
k ɹ æ m	k ɹ æ m d	V;PST;	cram	crammed
k ɹ ɪ p ə l	k ɹ ɪ p ə l d	V;PST;	cripple	crippled
ɹ ɪ ŋ k ə l	ɹ ɪ ŋ k ə l d	V;PST;	wrinkle	wrinkled
s p ɛ k j ʊ l eɪ t	s p ɛ k j ʊ l eɪ t ɨ d	V;PST;	speculate	speculated
d ɪ s t ɹ ɛ s	d ɪ s t ɹ ɛ s t	V;PST;	distress	distressed
f oʊ ɹ k æ s t	f oʊ ɹ k æ s t	V;PST;	forecast	forecast
g l ɪ t ɚ	g l ɪ t ɚ d	V;PST;	glitter	glittered
k oʊ ɹ ɪ s p a n d	k oʊ ɹ ɪ s p a n d ɨ d	V;PST;	correspond	corresponded
s k ɹ ʌ b	s k ɹ ʌ b d	V;PST;	scrub	scrubbed
m oʊ t ɪ v eɪ t	m oʊ t ɪ v eɪ t ɨ d	V;PST;	motivate	motivated
ɹ eɪ p	ɹ eɪ p t	V;PST;	rape	raped
f æ s ə n	f æ s ə n d	V;PST;	fasten	fastened
p ɝ tʃ	p ɝ tʃ t	V;PST;	perch	perched
p ɪ tʃ	p ɪ tʃ t	V;PST;	pitch	pitched
p ʌ n tʃ	p ʌ n tʃ t	V;PST;	punch	punched
ʌ n d ɚ l aɪ n	ʌ n d ɚ l aɪ n d	V;PST;	underline	underlined
ɪ n s ʌ l t	ɪ n s ʌ l t ɨ d	V;PST;	insult	insulted
l i k	l i k t	V;PST;	leak	leaked
s ɛ n t ə n s	s ɛ n t ə n s t	V;PST;	sentence	sentenced
d ɪ t ɝ	d ɪ t ɝ d	V;PST;	deter	deterred
ə b s ɛ s	ə b s ɛ s t	V;PST;	obsess	obsessed
d ɹ ɪ p	d ɹ ɪ p t	V;PST;	drip	dripped
ɹ ɛ k	ɹ ɛ k t	V;PST;	wreck	wrecked
tʃ æ t ɚ	tʃ æ t ɚ d	V;PST;	chatter	chattered
w ɝ l	w ɝ l d	V;PST;	whirl	whirled
ɪ k s p oʊ ɹ t	ɪ k s p oʊ ɹ t ɨ d	V;PST;	export	exported
b a ɹ k	b a ɹ k t	V;PST;	bark	barked
b ɹ u d	b ɹ u d ɨ d	V;PST;	brood	brooded
d ɛ d ɪ k eɪ t	d ɛ d ɪ k eɪ t ɨ d	V;PST;	dedicate	dedicated
h a ɹ m	h a ɹ m d	V;PST;	harm	harmed
k ə n t ɹ æ s t	k ə n t ɹ æ s t ɨ d	V;PST;	contrast	contrasted
ɪ n dʒ ɚ	ɪ n dʒ ɚ d	V;PST;	injure	injured
m ɪ ŋ g ə l	m ɪ ŋ g ə l d	V;PST;	mingle	mingled
s oʊ ɹ	s oʊ ɹ d	V;PST;	soar	soared
s p ɛ ʃ ə l aɪ z	s p ɛ ʃ ə l aɪ z d	V;PST;	specialize	specialized
s p l æ ʃ	s p l æ ʃ t	V;PST;	splash	splashed
s p ɹ eɪ	s p ɹ eɪ d	V;PST;	spray	sprayed
h a ɹ d ə n	h a ɹ d ə n d	V;PST;	harden	hardened
ɪ k w ɪ p	ɪ k w ɪ p t	V;PST;	equip	equipped
k ə n v ɪ k t	k ə n v ɪ k t ɨ d	V;PST;	convict	convicted
g ɹ oʊ p	g ɹ oʊ p t	V;PST;	grope	groped
ɹ i s aɪ k ə l	ɹ i s aɪ k ə l d	V;PST;	recycle	recycled
ɹ ɪ h ɝ s	ɹ ɪ h ɝ s t	V;PST;	rehearse	rehearsed
t w ɪ tʃ	t w ɪ tʃ t	V;PST;	twitch	twitched
d ɪ s p ɝ s	d ɪ s p ɝ s t	V;PST;	disperse	dispersed
h æ n d i k æ p	h æ n d i k æ p t	V;PST;	handicap	handicapped
h aʊ l	h aʊ l d	V;PST;	howl	howled
ɪ l u m ɪ n eɪ t	ɪ l u m ɪ n eɪ t ɨ d	V;PST;	illuminate	illuminated
ɪ n d oʊ ɹ s	ɪ n d oʊ ɹ s t	V;PST;	endorse	endorsed
k l ɛ n tʃ	k l ɛ n tʃ t	V;PST;	clench	clenched
p æ n t	p æ n t ɨ d	V;PST;	pant	panted
s æ k	s æ k t	V;PST;	sack	sacked
s w ɝ l	s w ɝ l d	V;PST;	swirl	swirled
d æ ŋ g ə l	d æ ŋ g ə l d	V;PST;	dangle	dangled
ə p ɔ l	ə p ɔ l d	V;PST;	appal	appalled
ə ɹ ɪ dʒ ə n eɪ t	ə ɹ ɪ dʒ ə n eɪ t ɨ d	V;PST;	originate	originated
ɹ ɪ f oʊ ɹ m	ɹ ɪ f oʊ ɹ m d	V;PST;	reform	reformed
ɪ n t eɪ l	ɪ n t eɪ l d	V;PST;	entail	entailed
m ɪ l k	m ɪ l k t	V;PST;	milk	milked
p a n d ɚ	p a n d ɚ d	V;PST;	ponder	pondered
p i l	p i l d	V;PST;	peel	peeled
f oʊ ɹ dʒ	f oʊ ɹ dʒ d	V;PST;	forge	forged
h a ɹ v ɪ s t	h a ɹ v ɪ s t ɨ d	V;PST;	harvest	harvested
k ə m p ɹ ɛ s	k ə m p ɹ ɛ s t	V;PST;	compress	compressed
m a k	m a k t	V;PST;	mock	mocked
s p ɛ s ɪ f aɪ	s p ɛ s ɪ f aɪ d	V;PST;	specify	specified
l u m	l u m d	V;PST;	loom	loomed
p ɹ a s ə k j u t	p ɹ a s ə k j u t ɨ d	V;PST;	prosecute	prosecuted
t ɪ k	t ɪ k t	V;PST;	tick	ticked
ʌ n d u	ʌ n d ɪ d	V;PST;	undo	undid
ɪ n d ʌ s t ɹ i ə l aɪ z	ɪ n d ʌ s t ɹ i ə l aɪ z d	V;PST;	industrialize	industrialized
ɪ n t ɛ n s ɪ f aɪ	ɪ n t ɛ n s ɪ f aɪ d	V;PST;	intensify	intensified
oʊ m ɪ t	oʊ m ɪ t ɨ d	V;PST;	omit	omitted
s ɔ f ə n	s ɔ f ə n d	V;PST;	soften	softened
tʃ ɪ l	tʃ ɪ l d	V;PST;	chill	chilled
d ɪ s ɪ p l ɪ n	d ɪ s ɪ p l ɪ n d	V;PST;	discipline	disciplined
d ɪ s t ɹ æ k t	d ɪ s t ɹ æ k t ɨ d	V;PST;	distract	distracted
ɪ n h ɪ b ɪ t	ɪ n h ɪ b ɪ t ɨ d	V;PST;	inhibit	inhibited
k ə n f ɝ	k ə n f ɝ d	V;PST;	confer	conferred
m ɪ n ɪ m aɪ z	m ɪ n ɪ m aɪ z d	V;PST;	minimize	minimized
ɹ i z ə n	ɹ i z ə n d	V;PST;	reason	reasoned
s p a n s ɚ	s p a n s ɚ d	V;PST;	sponsor	sponsored
b oʊ ɹ d	b oʊ ɹ d ɨ d	V;PST;	board	boarded
f l æ t ə n	f l æ t ə n d	V;PST;	flatten	flattened
n ɪ t	n ɪ t	V;PST;	knit	knit
p ɪ n tʃ	p ɪ n tʃ t	V;PST;	pinch	pinched
s ʌ p l ə m ɛ n t	s ʌ p l ə m ɛ n t ɨ d	V;PST;	supplement	supplemented
m ɪ s t eɪ k	m ɪ s t ʊ k	V;PST;	mistake	mistook
n ʌ m b ɚ	n ʌ m b ɚ d	V;PST;	number	numbered
ɹ ɪ t ɹ i v	ɹ ɪ t ɹ i v d	V;PST;	retrieve	retrieved
s k ɪ p	s k ɪ p t	V;PST;	skip	skipped
w eɪ l	w eɪ l d	V;PST;	wail	wailed
eɪ d	eɪ d ɨ d	V;PST;	aid	aided
ɛ dʒ	ɛ dʒ d	V;PST;	edge	edged
d ɪ s p ɛ n s	d ɪ s p ɛ n s t	V;PST;	dispense	dispensed
t ɛ s t ə f aɪ	t ɛ s t ə f aɪ d	V;PST;	testify	testified
w i l	w i l d	V;PST;	wheel	wheeled
k ɹ ʌ m p ə l	k ɹ ʌ m p ə l d	V;PST;	crumple	crumpled
ɹ ɛ k ə n s aɪ l	ɹ ɛ k ə n s aɪ l d	V;PST;	reconcile	reconciled
ɹ oʊ s t	ɹ oʊ s t ɨ d	V;PST;	roast	roasted
s k æ n	s k æ n d	V;PST;	scan	scanned
s p ɹ ɔ l	s p ɹ ɔ l d	V;PST;	sprawl	sprawled
b æ t ə l	b æ t ə l d	V;PST;	battle	battled
d w ɛ l	d w ɛ l d	V;PST;	dwell	dwelled
d w ɛ l	d w ɛ l t	V;PST;	dwell	dwelt
g ɹ ʌ n t	g ɹ ʌ n t ɨ d	V;PST;	grunt	grunted
oʊ v ɚ w ɛ l m	oʊ v ɚ w ɛ l m d	V;PST;	overwhelm	overwhelmed
s ɪ g n ɪ f aɪ	s ɪ g n ɪ f aɪ d	V;PST;	signify	signified
t ɹ ɪ g ɚ	t ɹ ɪ g ɚ d	V;PST;	trigger	triggered
b eɪ ð	b eɪ ð d	V;PST;	bathe	bathed
d w ɪ n d ə l	d w ɪ n d ə l d	V;PST;	dwindle	dwindled
ə p l ɔ d	ə p l ɔ d ɨ d	V;PST;	applaud	applauded
ɪ v oʊ k	ɪ v oʊ k t	V;PST;	evoke	evoked
k ə n g ɹ æ tʃ ʊ l eɪ t	k ə n g ɹ æ tʃ ʊ l eɪ t ɨ d	V;PST;	congratulate	congratulated
k l ɪ k	k l ɪ k t	V;PST;	click	clicked
l u s ə n	l u s ə n d	V;PST;	loosen	loosened
n æ g	n æ g d	V;PST;	nag	nagged
θ ɹ ɪ l	θ ɹ ɪ l d	V;PST;	thrill	thrilled
ə l ɝ t	ə l ɝ t ɨ d	V;PST;	alert	alerted
d eɪ z	d eɪ z d	V;PST;	daze	dazed
dʒ ɛ s tʃ ɚ	dʒ ɛ s tʃ ɚ d	V;PST;	gesture	gestured
ɹ aʊ z	ɹ aʊ z d	V;PST;	rouse	roused
ɹ ɛ g j ʊ l eɪ t	ɹ ɛ g j ʊ l eɪ t ɨ d	V;PST;	regulate	regulated
ɛ d ɪ t	ɛ d ɪ t ɨ d	V;PST;	edit	edited
b i m	b i m d	V;PST;	beam	beamed
d ɪ s tʃ a ɹ dʒ	d ɪ s tʃ a ɹ dʒ d	V;PST;	discharge	discharged
ɪ k s p eɪ ɹ ɪ m ə n t	ɪ k s p eɪ ɹ ɪ m ə n t ɨ d	V;PST;	experiment	experimented
ɪ m b a d i	ɪ m b a d i d	V;PST;	embody	embodied
k l æ s ɪ f aɪ	k l æ s ɪ f aɪ d	V;PST;	classify	classified
p aʊ n d	p aʊ n d ɨ d	V;PST;	pound	pounded
ə b s k j u ɹ	ə b s k j u ɹ d	V;PST;	obscure	obscured
k oʊ m	k oʊ m d	V;PST;	comb	combed
p ʌ f	p ʌ f t	V;PST;	puff	puffed
f ɛ l	f ɛ l d	V;PST;	fell	felled
i ɹ oʊ d	i ɹ oʊ d ɨ d	V;PST;	erode	eroded
k l oʊ ð	k l oʊ ð d	V;PST;	clothe	clothed
w ɔ t ɚ	w ɔ t ɚ d	V;PST;	water	watered
b ʊ l i	b ʊ l i d	V;PST;	bully	bullied
d ɪ s ə p ɹ u v	d ɪ s ə p ɹ u v d	V;PST;	disapprove	disapproved
ə s ɔ l t	ə s ɔ l t ɨ d	V;PST;	assault	assaulted
f ɪ l t ɚ	f ɪ l t ɚ d	V;PST;	filter	filtered
g l ɪ s ə n	g l ɪ s ə n d	V;PST;	glisten	glistened
h ɪ s	h ɪ s t	V;PST;	hiss	hissed
h ʌ d ə l	h ʌ d ə l d	V;PST;	huddle	huddled
j u n ɪ f aɪ	j u n ɪ f aɪ d	V;PST;	unify	unified
p oʊ ɹ t ɹ eɪ	p oʊ ɹ t ɹ eɪ d	V;PST;	portray	portrayed
s ɪ m ɚ	s ɪ m ɚ d	V;PST;	simmer	simmered
tʃ eɪ ɹ ɪ ʃ	tʃ eɪ ɹ ɪ ʃ t	V;PST;	cherish	cherished
b l aɪ n d	b l aɪ n d ɨ d	V;PST;	blind	blinded
f ʌ m b ə l	f ʌ m b ə l d	V;PST;	fumble	fumbled
h eɪ s ə n	h eɪ s ə n d	V;PST;	hasten	hastened
oʊ v ɚ t eɪ k	oʊ v ɚ t ʊ k	V;PST;	overtake	overtook
s t aɪ f ə l	s t aɪ f ə l d	V;PST;	stifle	stifled
ʃ a ɹ p ə n	ʃ a ɹ p ə n d	V;PST;	sharpen	sharpened
t aɪ d i	t aɪ d i d	V;PST;	tidy	tidied
d ɪ k eɪ	d ɪ k eɪ d	V;PST;	decay	decayed
f u l	f u l d	V;PST;	fool	fooled
m oʊ b ə l aɪ z	m oʊ b ə l aɪ z d	V;PST;	mobilize	mobilized
p æ d	p æ d ɨ d	V;PST;	pad	padded
s t eɪ ɹ ə l aɪ z	s t eɪ ɹ ə l aɪ z d	V;PST;	sterilize	sterilized
t æ ŋ g ə l	t æ ŋ g ə l d	V;PST;	tangle	tangled
d ɹ ɛ d	d ɹ ɛ d ɨ d	V;PST;	dread	dreaded
f ɪ l m	f ɪ l m d	V;PST;	film	filmed
h a p	h a p t	V;PST;	hop	hopped
k ə n t ɛ n d	k ə n t ɛ n d ɨ d	V;PST;	contend	contended
l ɝ k	l ɝ k t	V;PST;	lurk	lurked
ɹ ɪ v aɪ z	ɹ ɪ v aɪ z d	V;PST;	revise	revised
s i z ə n	s i z ə n d	V;PST;	season	seasoned
s t a k	s t a k t	V;PST;	stock	stocked
f l eɪ ɹ	f l eɪ ɹ d	V;PST;	flare	flared
ɪ s k oʊ ɹ t	ɪ s k oʊ ɹ t ɨ d	V;PST;	escort	escorted
m æ s t ɚ	m æ s t ɚ d	V;PST;	master	mastered
p ə l u t	p ə l u t ɨ d	V;PST;	pollute	polluted
p ɹ oʊ b	p ɹ oʊ b d	V;PST;	probe	probed
ʃ ɛ l t ɚ	ʃ ɛ l t ɚ d	V;PST;	shelter	sheltered
w ɪ ð ɚ	w ɪ ð ɚ d	V;PST;	wither	withered
b ɹ u z	b ɹ u z d	V;PST;	bruise	bruised
d ʌ s t	d ʌ s t ɨ d	V;PST;	dust	dusted
h ʌ n tʃ	h ʌ n tʃ t	V;PST;	hunch	hunched
l æ ʃ	l æ ʃ t	V;PST;	lash	lashed
n ɝ s	n ɝ s t	V;PST;	nurse	nursed
p eɪ ɹ ə l aɪ z	p eɪ ɹ ə l aɪ z d	V;PST;	paralyse	paralysed
ɹ ɪ s i d	ɹ ɪ s i d ɨ d	V;PST;	recede	receded
s u p ɚ v aɪ z	s u p ɚ v aɪ z d	V;PST;	supervise	supervised
t ɹ ɪ m	t ɹ ɪ m d	V;PST;	trim	trimmed
t ɹ æ n s ɛ n d	t ɹ æ n s ɛ n d ɨ d	V;PST;	transcend	transcended
ʌ n d ɚ ɛ s t ə m eɪ t	ʌ n d ɚ ɛ s t ə m eɪ t ɨ d	V;PST;	underestimate	underestimated
eɪ dʒ	eɪ dʒ d	V;PST;	age	aged
eɪ l i ə n eɪ t	eɪ l i ə n eɪ t ɨ d	V;PST;	alienate	alienated
d a ɹ t	d a ɹ t ɨ d	V;PST;	dart	darted
d ɪ dʒ ɛ s t	d ɪ dʒ ɛ s t ɨ d	V;PST;	digest	digested
g ɹ ʌ m b ə l	g ɹ ʌ m b ə l d	V;PST;	grumble	grumbled
ɪ v æ l j u eɪ t	ɪ v æ l j u eɪ t ɨ d	V;PST;	evaluate	evaluated
m ɛ n d	m ɛ n d ɨ d	V;PST;	mend	mended
p l ʌ k	p l ʌ k t	V;PST;	pluck	plucked
s æ g	s æ g d	V;PST;	sag	sagged
s ɪ d u s	s ɪ d u s t	V;PST;	seduce	seduced
s t ɪ ŋ	s t ʌ ŋ	V;PST;	sting	stung
a ɹ tʃ	a ɹ tʃ t	V;PST;	arch	arched
j u n aɪ t	j u n aɪ t ɨ d	V;PST;	unite	united
k ə m ɪ ʃ ə n	k ə m ɪ ʃ ə n d	V;PST;	commission	commissioned
ɹ ɪ s aɪ t	ɹ ɪ s aɪ t ɨ d	V;PST;	recite	recited
s t ɔ k	s t ɔ k t	V;PST;	stalk	stalked
b u s t	b u s t ɨ d	V;PST;	boost	boosted
m ə t ʃ u ɹ	m ə t ʃ u ɹ d	V;PST;	mature	matured
s ɛ n t ɹ ə l aɪ z	s ɛ n t ɹ ə l aɪ z d	V;PST;	centralize	centralized
s k ɹ i n	s k ɹ i n d	V;PST;	screen	screened
ʌ n d ɹ ɛ s	ʌ n d ɹ ɛ s t	V;PST;	undress	undressed
w eɪ d	w eɪ d ɨ d	V;PST;	wade	waded
d ɪ v aʊ ɚ	d ɪ v aʊ ɚ d	V;PST;	devour	devoured
d ɹ u p	d ɹ u p t	V;PST;	droop	drooped
s ɪ m b ə l aɪ z	s ɪ m b ə l aɪ z d	V;PST;	symbolize	symbolized
b l ɛ n d	b l ɛ n d ɨ d	V;PST;	blend	blended
p l a t	p l a t ɨ d	V;PST;	plot	plotted
ɹ ɪ n s	ɹ ɪ n s t	V;PST;	rinse	rinsed
ɹ i ə p i ɹ	ɹ i ə p i ɹ d	V;PST;	reappear	reappeared
ə p ɹ ɛ s	ə p ɹ ɛ s t	V;PST;	oppress	oppressed
k ʌ p ə l	k ʌ p ə l d	V;PST;	couple	coupled
